6483
45   ( 2.88398, 0.757984)  ( 2.87066, 0.749875) 
44   ( 2.8825, 0.716073)  ( 2.88272, 0.730652) 
44   ( 2.88318, 0.699309)  ( 2.8825, 0.716073) 
45   ( 2.88272, 0.730652)  ( 2.87276, 0.725453) 
45   ( 2.88385, 0.682546)  ( 2.88318, 0.699309) 
45   ( 2.88558, 0.663423)  ( 2.88385, 0.682546) 
44   ( 2.88318, 0.699309)  ( 2.87081, 0.71112) 
42   ( 2.8873, 0.6443)  ( 2.88558, 0.663423) 
42   ( 2.89019, 0.622794)  ( 2.8873, 0.6443) 
44   ( 2.88558, 0.663423)  ( 2.8654, 0.648677) 
45   ( 2.89308, 0.601288)  ( 2.89019, 0.622794) 
45   ( 2.89721, 0.577474)  ( 2.89308, 0.601288) 
45   ( 2.89019, 0.622794)  ( 2.87339, 0.614621) 
45   ( 2.90134, 0.553661)  ( 2.89721, 0.577474) 
44   ( 2.90672, 0.52767)  ( 2.90134, 0.553661) 
45   ( 2.89721, 0.577474)  ( 2.89471, 0.573126) 
44   ( 2.91209, 0.501679)  ( 2.90672, 0.52767) 
45   ( 2.91867, 0.473665)  ( 2.91209, 0.501679) 
44   ( 2.92525, 0.44565)  ( 2.91867, 0.473665) 
44   ( 2.93294, 0.415767)  ( 2.92525, 0.44565) 
45   ( 2.91867, 0.473665)  ( 2.89523, 0.468146) 
45   ( 2.94062, 0.385884)  ( 2.93294, 0.415767) 
45   ( 2.94928, 0.354273)  ( 2.94062, 0.385884) 
45   ( 2.93294, 0.415767)  ( 2.92212, 0.409901) 
45   ( 2.95793, 0.322663)  ( 2.94928, 0.354273) 
45   ( 2.96738, 0.289447)  ( 2.95793, 0.322663) 
45   ( 2.94928, 0.354273)  ( 2.94295, 0.353127) 
45   ( 2.97684, 0.256231)  ( 2.96738, 0.289447) 
44   ( 2.9869, 0.221508)  ( 2.97684, 0.256231) 
45   ( 2.96738, 0.289447)  ( 2.93675, 0.280728) 
44   ( 2.99696, 0.186784)  ( 2.9869, 0.221508) 
45   ( 3.00743, 0.150623)  ( 2.99696, 0.186784) 
44   ( 2.9869, 0.221508)  ( 2.97003, 0.206544) 
45   ( 3.01789, 0.114463)  ( 3.00743, 0.150623) 
46   ( 3.02851, 0.0769544)  ( 3.01789, 0.114463) 
45   ( 3.00743, 0.150623)  ( 2.98568, 0.154078) 
47   ( 3.03914, 0.0394459)  ( 3.02851, 0.0769544) 
49   ( 3.04968, 0.000633119)  ( 3.03914, 0.0394459) 
